,year,category,winner,entity,award
1745,1962,ACTRESS IN A SUPPORTING ROLE,True,Patty Duke,academy_award
1746,1962,ACTRESS IN A SUPPORTING ROLE,False,Shirley Knight,academy_award
1747,1962,ACTRESS IN A SUPPORTING ROLE,False,Angela Lansbury,academy_award
1748,1962,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter,academy_award
1749,1963,ACTRESS IN A SUPPORTING ROLE,False,Diane Cilento,academy_award
1750,1963,ACTRESS IN A SUPPORTING ROLE,False,Dame Edith Evans,academy_award
1751,1963,ACTRESS IN A SUPPORTING ROLE,False,Joyce Redman,academy_award
1752,1963,ACTRESS IN A SUPPORTING ROLE,True,Margaret Rutherford,academy_award
1753,1963,ACTRESS IN A SUPPORTING ROLE,False,Lilia Skala,academy_award
1754,1964,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper,academy_award
1755,1964,ACTRESS IN A SUPPORTING ROLE,False,Dame Edith Evans,academy_award
1756,1964,ACTRESS IN A SUPPORTING ROLE,False,Grayson Hall,academy_award
1757,1964,ACTRESS IN A SUPPORTING ROLE,True,Lila Kedrova,academy_award
1758,1964,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead,academy_award
1759,1965,ACTRESS IN A SUPPORTING ROLE,False,Ruth Gordon,academy_award
1760,1965,ACTRESS IN A SUPPORTING ROLE,False,Joyce Redman,academy_award
1761,1965,ACTRESS IN A SUPPORTING ROLE,False,Maggie Smith,academy_award
1762,1965,ACTRESS IN A SUPPORTING ROLE,True,Shelley Winters,academy_award
1763,1965,ACTRESS IN A SUPPORTING ROLE,False,Peggy Wood,academy_award
1764,1966,ACTRESS IN A SUPPORTING ROLE,True,Sandy Dennis,academy_award
1765,1966,ACTRESS IN A SUPPORTING ROLE,False,Wendy Hiller,academy_award
1766,1966,ACTRESS IN A SUPPORTING ROLE,False,Jocelyne Lagarde,academy_award
1767,1966,ACTRESS IN A SUPPORTING ROLE,False,Vivien Merchant,academy_award
1768,1966,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page,academy_award
1769,1967,ACTRESS IN A SUPPORTING ROLE,False,Carol Channing,academy_award
1770,1967,ACTRESS IN A SUPPORTING ROLE,False,Mildred Natwick,academy_award
1771,1967,ACTRESS IN A SUPPORTING ROLE,True,Estelle Parsons,academy_award
1772,1967,ACTRESS IN A SUPPORTING ROLE,False,Beah Richards,academy_award
1773,1967,ACTRESS IN A SUPPORTING ROLE,False,Katharine Ross,academy_award
1774,1968,ACTRESS IN A SUPPORTING ROLE,False,Lynn Carlin,academy_award
1775,1968,ACTRESS IN A SUPPORTING ROLE,True,Ruth Gordon,academy_award
1776,1968,ACTRESS IN A SUPPORTING ROLE,False,Sondra Locke,academy_award
1777,1968,ACTRESS IN A SUPPORTING ROLE,False,Kay Medford,academy_award
1778,1968,ACTRESS IN A SUPPORTING ROLE,False,Estelle Parsons,academy_award
1779,1969,ACTRESS IN A SUPPORTING ROLE,False,Catherine Burns,academy_award
1780,1969,ACTRESS IN A SUPPORTING ROLE,False,Dyan Cannon,academy_award
1781,1969,ACTRESS IN A SUPPORTING ROLE,True,Goldie Hawn,academy_award
1782,1969,ACTRESS IN A SUPPORTING ROLE,False,Sylvia Miles,academy_award
1783,1969,ACTRESS IN A SUPPORTING ROLE,False,Susannah York,academy_award
1784,1970,ACTRESS IN A SUPPORTING ROLE,False,Karen Black,academy_award
1785,1970,ACTRESS IN A SUPPORTING ROLE,False,Lee Grant,academy_award
1786,1970,ACTRESS IN A SUPPORTING ROLE,True,Helen Hayes,academy_award
1787,1970,ACTRESS IN A SUPPORTING ROLE,False,Sally Kellerman,academy_award
1788,1970,ACTRESS IN A SUPPORTING ROLE,False,Maureen Stapleton,academy_award
1789,1971,ACTRESS IN A SUPPORTING ROLE,False,Ann-Margret,academy_award
1790,1971,ACTRESS IN A SUPPORTING ROLE,False,Ellen Burstyn,academy_award
1791,1971,ACTRESS IN A SUPPORTING ROLE,False,Barbara Harris,academy_award
1792,1971,ACTRESS IN A SUPPORTING ROLE,True,Cloris Leachman,academy_award
1793,1971,ACTRESS IN A SUPPORTING ROLE,False,Margaret Leighton,academy_award
1794,1972,ACTRESS IN A SUPPORTING ROLE,False,Jeannie Berlin,academy_award
1795,1972,ACTRESS IN A SUPPORTING ROLE,True,Eileen Heckart,academy_award
1796,1972,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page,academy_award
1797,1972,ACTRESS IN A SUPPORTING ROLE,False,Susan Tyrrell,academy_award
1798,1972,ACTRESS IN A SUPPORTING ROLE,False,Shelley Winters,academy_award
1799,1973,ACTRESS IN A SUPPORTING ROLE,False,Linda Blair,academy_award
1800,1973,ACTRESS IN A SUPPORTING ROLE,False,Candy Clark,academy_award
1801,1973,ACTRESS IN A SUPPORTING ROLE,False,Madeline Kahn,academy_award
1802,1973,ACTRESS IN A SUPPORTING ROLE,True,Tatum O'Neal,academy_award
1803,1973,ACTRESS IN A SUPPORTING ROLE,False,Sylvia Sidney,academy_award
1804,1974,ACTRESS IN A SUPPORTING ROLE,True,Ingrid Bergman,academy_award
1805,1974,ACTRESS IN A SUPPORTING ROLE,False,Valentina Cortese,academy_award
1806,1974,ACTRESS IN A SUPPORTING ROLE,False,Madeline Kahn,academy_award
1807,1974,ACTRESS IN A SUPPORTING ROLE,False,Diane Ladd,academy_award
1808,1974,ACTRESS IN A SUPPORTING ROLE,False,Talia Shire,academy_award
1809,1975,ACTRESS IN A SUPPORTING ROLE,False,Ronee Blakley,academy_award
1810,1975,ACTRESS IN A SUPPORTING ROLE,True,Lee Grant,academy_award
1811,1975,ACTRESS IN A SUPPORTING ROLE,False,Sylvia Miles,academy_award
1812,1975,ACTRESS IN A SUPPORTING ROLE,False,Lily Tomlin,academy_award
1813,1975,ACTRESS IN A SUPPORTING ROLE,False,Brenda Vaccaro,academy_award
1814,1976,ACTRESS IN A SUPPORTING ROLE,False,Jane Alexander,academy_award
1815,1976,ACTRESS IN A SUPPORTING ROLE,False,Jodie Foster,academy_award
1816,1976,ACTRESS IN A SUPPORTING ROLE,False,Lee Grant,academy_award
1817,1976,ACTRESS IN A SUPPORTING ROLE,False,Piper Laurie,academy_award
1818,1976,ACTRESS IN A SUPPORTING ROLE,True,Beatrice Straight,academy_award
1819,1977,ACTRESS IN A SUPPORTING ROLE,False,Leslie Browne,academy_award
1820,1977,ACTRESS IN A SUPPORTING ROLE,False,Quinn Cummings,academy_award
1821,1977,ACTRESS IN A SUPPORTING ROLE,False,Melinda Dillon,academy_award
1822,1977,ACTRESS IN A SUPPORTING ROLE,True,Vanessa Redgrave,academy_award
1823,1977,ACTRESS IN A SUPPORTING ROLE,False,Tuesday Weld,academy_award
1824,1978,ACTRESS IN A SUPPORTING ROLE,False,Dyan Cannon,academy_award
1825,1978,ACTRESS IN A SUPPORTING ROLE,False,Penelope Milford,academy_award
1826,1978,ACTRESS IN A SUPPORTING ROLE,True,Maggie Smith,academy_award
1827,1978,ACTRESS IN A SUPPORTING ROLE,False,Maureen Stapleton,academy_award
1828,1978,ACTRESS IN A SUPPORTING ROLE,False,Meryl Streep,academy_award
1829,1979,ACTRESS IN A SUPPORTING ROLE,False,Jane Alexander,academy_award
1830,1979,ACTRESS IN A SUPPORTING ROLE,False,Barbara Barrie,academy_award
1831,1979,ACTRESS IN A SUPPORTING ROLE,False,Candice Bergen,academy_award
1832,1979,ACTRESS IN A SUPPORTING ROLE,False,Mariel Hemingway,academy_award
1833,1979,ACTRESS IN A SUPPORTING ROLE,True,Meryl Streep,academy_award
1834,1980,ACTRESS IN A SUPPORTING ROLE,False,Eileen Brennan,academy_award
1835,1980,ACTRESS IN A SUPPORTING ROLE,False,Eva Le Gallienne,academy_award
1836,1980,ACTRESS IN A SUPPORTING ROLE,False,Cathy Moriarty,academy_award
1837,1980,ACTRESS IN A SUPPORTING ROLE,False,Diana Scarwid,academy_award
1838,1980,ACTRESS IN A SUPPORTING ROLE,True,Mary Steenburgen,academy_award
1839,1981,ACTRESS IN A SUPPORTING ROLE,False,Melinda Dillon,academy_award
1840,1981,ACTRESS IN A SUPPORTING ROLE,False,Jane Fonda,academy_award
1841,1981,ACTRESS IN A SUPPORTING ROLE,False,Joan Hackett,academy_award
1842,1981,ACTRESS IN A SUPPORTING ROLE,False,Elizabeth McGovern,academy_award
1843,1981,ACTRESS IN A SUPPORTING ROLE,True,Maureen Stapleton,academy_award
1844,1982,ACTRESS IN A SUPPORTING ROLE,False,Glenn Close,academy_award
1845,1982,ACTRESS IN A SUPPORTING ROLE,False,Teri Garr,academy_award
1846,1982,ACTRESS IN A SUPPORTING ROLE,True,Jessica Lange,academy_award
1847,1982,ACTRESS IN A SUPPORTING ROLE,False,Kim Stanley,academy_award
1848,1982,ACTRESS IN A SUPPORTING ROLE,False,Lesley Ann Warren,academy_award
1849,1983,ACTRESS IN A SUPPORTING ROLE,False,Cher,academy_award
1850,1983,ACTRESS IN A SUPPORTING ROLE,False,Glenn Close,academy_award
1851,1983,ACTRESS IN A SUPPORTING ROLE,True,Linda Hunt,academy_award
1852,1983,ACTRESS IN A SUPPORTING ROLE,False,Amy Irving,academy_award
1853,1983,ACTRESS IN A SUPPORTING ROLE,False,Alfre Woodard,academy_award
1854,1984,ACTRESS IN A SUPPORTING ROLE,True,Peggy Ashcroft,academy_award
1855,1984,ACTRESS IN A SUPPORTING ROLE,False,Glenn Close,academy_award
1856,1984,ACTRESS IN A SUPPORTING ROLE,False,Lindsay Crouse,academy_award
1857,1984,ACTRESS IN A SUPPORTING ROLE,False,Christine Lahti,academy_award
1858,1984,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page,academy_award
1859,1985,ACTRESS IN A SUPPORTING ROLE,False,Margaret Avery,academy_award
1860,1985,ACTRESS IN A SUPPORTING ROLE,True,Anjelica Huston,academy_award
1861,1985,ACTRESS IN A SUPPORTING ROLE,False,Amy Madigan,academy_award
1862,1985,ACTRESS IN A SUPPORTING ROLE,False,Meg Tilly,academy_award
1863,1985,ACTRESS IN A SUPPORTING ROLE,False,Oprah Winfrey,academy_award
1864,1986,ACTRESS IN A SUPPORTING ROLE,False,Tess Harper,academy_award
1865,1986,ACTRESS IN A SUPPORTING ROLE,False,Piper Laurie,academy_award
1866,1986,ACTRESS IN A SUPPORTING ROLE,False,Mary Elizabeth Mastrantonio,academy_award
1867,1986,ACTRESS IN A SUPPORTING ROLE,False,Maggie Smith,academy_award
1868,1986,ACTRESS IN A SUPPORTING ROLE,True,Dianne Wiest,academy_award
1869,1987,ACTRESS IN A SUPPORTING ROLE,False,Norma Aleandro,academy_award
1870,1987,ACTRESS IN A SUPPORTING ROLE,False,Anne Archer,academy_award
1871,1987,ACTRESS IN A SUPPORTING ROLE,True,Olympia Dukakis,academy_award
1872,1987,ACTRESS IN A SUPPORTING ROLE,False,Anne Ramsey,academy_award
1873,1987,ACTRESS IN A SUPPORTING ROLE,False,Ann Sothern,academy_award
1874,1988,ACTRESS IN A SUPPORTING ROLE,False,Joan Cusack,academy_award
1875,1988,ACTRESS IN A SUPPORTING ROLE,True,Geena Davis,academy_award
1876,1988,ACTRESS IN A SUPPORTING ROLE,False,Frances McDormand,academy_award
1877,1988,ACTRESS IN A SUPPORTING ROLE,False,Michelle Pfeiffer,academy_award
1878,1988,ACTRESS IN A SUPPORTING ROLE,False,Sigourney Weaver,academy_award
1879,1989,ACTRESS IN A SUPPORTING ROLE,True,Brenda Fricker,academy_award
1880,1989,ACTRESS IN A SUPPORTING ROLE,False,Anjelica Huston,academy_award
1881,1989,ACTRESS IN A SUPPORTING ROLE,False,Lena Olin,academy_award
1882,1989,ACTRESS IN A SUPPORTING ROLE,False,Julia Roberts,academy_award
1883,1989,ACTRESS IN A SUPPORTING ROLE,False,Dianne Wiest,academy_award
1884,1990,ACTRESS IN A SUPPORTING ROLE,False,Annette Bening,academy_award
1885,1990,ACTRESS IN A SUPPORTING ROLE,False,Lorraine Bracco,academy_award
1886,1990,ACTRESS IN A SUPPORTING ROLE,True,Whoopi Goldberg,academy_award
1887,1990,ACTRESS IN A SUPPORTING ROLE,False,Diane Ladd,academy_award
1888,1990,ACTRESS IN A SUPPORTING ROLE,False,Mary McDonnell,academy_award
1889,1991,ACTRESS IN A SUPPORTING ROLE,False,Diane Ladd,academy_award
1890,1991,ACTRESS IN A SUPPORTING ROLE,False,Juliette Lewis,academy_award
1891,1991,ACTRESS IN A SUPPORTING ROLE,False,Kate Nelligan,academy_award
1892,1991,ACTRESS IN A SUPPORTING ROLE,True,Mercedes Ruehl,academy_award
1893,1991,ACTRESS IN A SUPPORTING ROLE,False,Jessica Tandy,academy_award
1894,1992,ACTRESS IN A SUPPORTING ROLE,False,Judy Davis,academy_award
1895,1992,ACTRESS IN A SUPPORTING ROLE,False,Joan Plowright,academy_award
1896,1992,ACTRESS IN A SUPPORTING ROLE,False,Vanessa Redgrave,academy_award
1897,1992,ACTRESS IN A SUPPORTING ROLE,False,Miranda Richardson,academy_award
1898,1992,ACTRESS IN A SUPPORTING ROLE,True,Marisa Tomei,academy_award
1899,1993,ACTRESS IN A SUPPORTING ROLE,False,Holly Hunter,academy_award
1900,1993,ACTRESS IN A SUPPORTING ROLE,True,Anna Paquin,academy_award
1901,1993,ACTRESS IN A SUPPORTING ROLE,False,Rosie Perez,academy_award
1902,1993,ACTRESS IN A SUPPORTING ROLE,False,Winona Ryder,academy_award
1903,1993,ACTRESS IN A SUPPORTING ROLE,False,Emma Thompson,academy_award
1904,1994,ACTRESS IN A SUPPORTING ROLE,False,Rosemary Harris,academy_award
1905,1994,ACTRESS IN A SUPPORTING ROLE,False,Helen Mirren,academy_award
1906,1994,ACTRESS IN A SUPPORTING ROLE,False,Uma Thurman,academy_award
1907,1994,ACTRESS IN A SUPPORTING ROLE,False,Jennifer Tilly,academy_award
1908,1994,ACTRESS IN A SUPPORTING ROLE,True,Dianne Wiest,academy_award
1909,1995,ACTRESS IN A SUPPORTING ROLE,False,Joan Allen,academy_award
1910,1995,ACTRESS IN A SUPPORTING ROLE,False,Kathleen Quinlan,academy_award
1911,1995,ACTRESS IN A SUPPORTING ROLE,True,Mira Sorvino,academy_award
1912,1995,ACTRESS IN A SUPPORTING ROLE,False,Mare Winningham,academy_award
1913,1995,ACTRESS IN A SUPPORTING ROLE,False,Kate Winslet,academy_award
1914,1996,ACTRESS IN A SUPPORTING ROLE,False,Joan Allen,academy_award
1915,1996,ACTRESS IN A SUPPORTING ROLE,False,Lauren Bacall,academy_award
1916,1996,ACTRESS IN A SUPPORTING ROLE,True,Juliette Binoche,academy_award
1917,1996,ACTRESS IN A SUPPORTING ROLE,False,Barbara Hershey,academy_award
1918,1996,ACTRESS IN A SUPPORTING ROLE,False,Marianne Jean-Baptiste,academy_award
1919,1997,ACTRESS IN A SUPPORTING ROLE,True,Kim Basinger,academy_award
1920,1997,ACTRESS IN A SUPPORTING ROLE,False,Joan Cusack,academy_award
1921,1997,ACTRESS IN A SUPPORTING ROLE,False,Minnie Driver,academy_award
1922,1997,ACTRESS IN A SUPPORTING ROLE,False,Julianne Moore,academy_award
1923,1997,ACTRESS IN A SUPPORTING ROLE,False,Gloria Stuart,academy_award
1924,1998,ACTRESS IN A SUPPORTING ROLE,False,Kathy Bates,academy_award
1925,1998,ACTRESS IN A SUPPORTING ROLE,False,Brenda Blethyn,academy_award
1926,1998,ACTRESS IN A SUPPORTING ROLE,True,Judi Dench,academy_award
1927,1998,ACTRESS IN A SUPPORTING ROLE,False,Rachel Griffiths,academy_award
1928,1998,ACTRESS IN A SUPPORTING ROLE,False,Lynn Redgrave,academy_award
1929,1999,ACTRESS IN A SUPPORTING ROLE,False,Toni Collette,academy_award
1930,1999,ACTRESS IN A SUPPORTING ROLE,True,Angelina Jolie,academy_award
1931,1999,ACTRESS IN A SUPPORTING ROLE,False,Catherine Keener,academy_award
1932,1999,ACTRESS IN A SUPPORTING ROLE,False,Samantha Morton,academy_award
1933,1999,ACTRESS IN A SUPPORTING ROLE,False,Chloë Sevigny,academy_award
1934,2000,ACTRESS IN A SUPPORTING ROLE,False,Judi Dench,academy_award
1935,2000,ACTRESS IN A SUPPORTING ROLE,True,Marcia Gay Harden,academy_award
1936,2000,ACTRESS IN A SUPPORTING ROLE,False,Kate Hudson,academy_award
1937,2000,ACTRESS IN A SUPPORTING ROLE,False,Frances McDormand,academy_award
1938,2000,ACTRESS IN A SUPPORTING ROLE,False,Julie Walters,academy_award
1939,2001,ACTRESS IN A SUPPORTING ROLE,True,Jennifer Connelly,academy_award
1940,2001,ACTRESS IN A SUPPORTING ROLE,False,Helen Mirren,academy_award
1941,2001,ACTRESS IN A SUPPORTING ROLE,False,Maggie Smith,academy_award
1942,2001,ACTRESS IN A SUPPORTING ROLE,False,Marisa Tomei,academy_award
1943,2001,ACTRESS IN A SUPPORTING ROLE,False,Kate Winslet,academy_award
1944,2002,ACTRESS IN A SUPPORTING ROLE,False,Kathy Bates,academy_award
1945,2002,ACTRESS IN A SUPPORTING ROLE,False,Julianne Moore,academy_award
1946,2002,ACTRESS IN A SUPPORTING ROLE,False,Queen Latifah,academy_award
1947,2002,ACTRESS IN A SUPPORTING ROLE,False,Meryl Streep,academy_award
1948,2002,ACTRESS IN A SUPPORTING ROLE,True,Catherine Zeta-Jones,academy_award
1949,2003,ACTRESS IN A SUPPORTING ROLE,False,Shohreh Aghdashloo,academy_award
1950,2003,ACTRESS IN A SUPPORTING ROLE,False,Patricia Clarkson,academy_award
1951,2003,ACTRESS IN A SUPPORTING ROLE,False,Marcia Gay Harden,academy_award
1952,2003,ACTRESS IN A SUPPORTING ROLE,False,Holly Hunter,academy_award
1953,2003,ACTRESS IN A SUPPORTING ROLE,True,Renée Zellweger,academy_award
1954,2004,ACTRESS IN A SUPPORTING ROLE,True,Cate Blanchett,academy_award
1955,2004,ACTRESS IN A SUPPORTING ROLE,False,Laura Linney,academy_award
1956,2004,ACTRESS IN A SUPPORTING ROLE,False,Virginia Madsen,academy_award
1957,2004,ACTRESS IN A SUPPORTING ROLE,False,Sophie Okonedo,academy_award
1958,2004,ACTRESS IN A SUPPORTING ROLE,False,Natalie Portman,academy_award
1959,2005,ACTRESS IN A SUPPORTING ROLE,False,Amy Adams,academy_award
1960,2005,ACTRESS IN A SUPPORTING ROLE,False,Catherine Keener,academy_award
1961,2005,ACTRESS IN A SUPPORTING ROLE,False,Frances McDormand,academy_award
1962,2005,ACTRESS IN A SUPPORTING ROLE,True,Rachel Weisz,academy_award
1963,2005,ACTRESS IN A SUPPORTING ROLE,False,Michelle Williams,academy_award
1964,2006,ACTRESS IN A SUPPORTING ROLE,False,Adriana Barraza,academy_award
1965,2006,ACTRESS IN A SUPPORTING ROLE,False,Cate Blanchett,academy_award
1966,2006,ACTRESS IN A SUPPORTING ROLE,False,Abigail Breslin,academy_award
1967,2006,ACTRESS IN A SUPPORTING ROLE,True,Jennifer Hudson,academy_award
1968,2006,ACTRESS IN A SUPPORTING ROLE,False,Rinko Kikuchi,academy_award
1969,2007,ACTRESS IN A SUPPORTING ROLE,False,Cate Blanchett,academy_award
1970,2007,ACTRESS IN A SUPPORTING ROLE,False,Ruby Dee,academy_award
1971,2007,ACTRESS IN A SUPPORTING ROLE,False,Saoirse Ronan,academy_award
1972,2007,ACTRESS IN A SUPPORTING ROLE,False,Amy Ryan,academy_award
1973,2007,ACTRESS IN A SUPPORTING ROLE,True,Tilda Swinton,academy_award
1974,2008,ACTRESS IN A SUPPORTING ROLE,False,Amy Adams,academy_award
1975,2008,ACTRESS IN A SUPPORTING ROLE,True,Penélope Cruz,academy_award
1976,2008,ACTRESS IN A SUPPORTING ROLE,False,Viola Davis,academy_award
1977,2008,ACTRESS IN A SUPPORTING ROLE,False,Taraji P. Henson,academy_award
1978,2008,ACTRESS IN A SUPPORTING ROLE,False,Marisa Tomei,academy_award
1979,2009,ACTRESS IN A SUPPORTING ROLE,False,Penélope Cruz,academy_award
1980,2009,ACTRESS IN A SUPPORTING ROLE,False,Vera Farmiga,academy_award
1981,2009,ACTRESS IN A SUPPORTING ROLE,False,Maggie Gyllenhaal,academy_award
1982,2009,ACTRESS IN A SUPPORTING ROLE,False,Anna Kendrick,academy_award
1983,2009,ACTRESS IN A SUPPORTING ROLE,True,Mo'Nique,academy_award
1984,2010,ACTRESS IN A SUPPORTING ROLE,False,Amy Adams,academy_award
1985,2010,ACTRESS IN A SUPPORTING ROLE,False,Helena Bonham Carter,academy_award
1986,2010,ACTRESS IN A SUPPORTING ROLE,True,Melissa Leo,academy_award
1987,2010,ACTRESS IN A SUPPORTING ROLE,False,Hailee Steinfeld,academy_award
1988,2010,ACTRESS IN A SUPPORTING ROLE,False,Jacki Weaver,academy_award
1989,2011,ACTRESS IN A SUPPORTING ROLE,False,Bérénice Bejo,academy_award
1990,2011,ACTRESS IN A SUPPORTING ROLE,False,Jessica Chastain,academy_award
1991,2011,ACTRESS IN A SUPPORTING ROLE,False,Melissa McCarthy,academy_award
1992,2011,ACTRESS IN A SUPPORTING ROLE,False,Janet McTeer,academy_award
1993,2011,ACTRESS IN A SUPPORTING ROLE,True,Octavia Spencer,academy_award
1994,2012,ACTRESS IN A SUPPORTING ROLE,False,Amy Adams,academy_award
1995,2012,ACTRESS IN A SUPPORTING ROLE,False,Sally Field,academy_award
1996,2012,ACTRESS IN A SUPPORTING ROLE,True,Anne Hathaway,academy_award
1997,2012,ACTRESS IN A SUPPORTING ROLE,False,Helen Hunt,academy_award
1998,2012,ACTRESS IN A SUPPORTING ROLE,False,Jacki Weaver,academy_award
1999,2013,ACTRESS IN A SUPPORTING ROLE,False,Sally Hawkins,academy_award
2000,2013,ACTRESS IN A SUPPORTING ROLE,False,Jennifer Lawrence,academy_award
2001,2013,ACTRESS IN A SUPPORTING ROLE,True,Lupita Nyong'o,academy_award
2002,2013,ACTRESS IN A SUPPORTING ROLE,False,Julia Roberts,academy_award
2003,2013,ACTRESS IN A SUPPORTING ROLE,False,June Squibb,academy_award
2004,2014,ACTRESS IN A SUPPORTING ROLE,True,Patricia Arquette,academy_award
2005,2014,ACTRESS IN A SUPPORTING ROLE,False,Laura Dern,academy_award
2006,2014,ACTRESS IN A SUPPORTING ROLE,False,Keira Knightley,academy_award
2007,2014,ACTRESS IN A SUPPORTING ROLE,False,Emma Stone,academy_award
2008,2014,ACTRESS IN A SUPPORTING ROLE,False,Meryl Streep,academy_award
2009,2015,ACTRESS IN A SUPPORTING ROLE,False,Jennifer Jason Leigh,academy_award
2010,2015,ACTRESS IN A SUPPORTING ROLE,False,Rooney Mara,academy_award
2011,2015,ACTRESS IN A SUPPORTING ROLE,False,Rachel McAdams,academy_award
2012,2015,ACTRESS IN A SUPPORTING ROLE,True,Alicia Vikander,academy_award
2013,2015,ACTRESS IN A SUPPORTING ROLE,False,Kate Winslet,academy_award
2014,2016,ACTRESS IN A SUPPORTING ROLE,True,Viola Davis,academy_award
2015,2016,ACTRESS IN A SUPPORTING ROLE,False,Naomie Harris,academy_award
2016,2016,ACTRESS IN A SUPPORTING ROLE,False,Nicole Kidman,academy_award
2017,2016,ACTRESS IN A SUPPORTING ROLE,False,Octavia Spencer,academy_award
2018,2016,ACTRESS IN A SUPPORTING ROLE,False,Michelle Williams,academy_award
2019,2017,ACTRESS IN A SUPPORTING ROLE,False,Mary J. Blige,academy_award
2020,2017,ACTRESS IN A SUPPORTING ROLE,True,Allison Janney,academy_award
2021,2017,ACTRESS IN A SUPPORTING ROLE,False,Lesley Manville,academy_award
2022,2017,ACTRESS IN A SUPPORTING ROLE,False,Laurie Metcalf,academy_award
2023,2017,ACTRESS IN A SUPPORTING ROLE,False,Octavia Spencer,academy_award
2024,2018,BEST PICTURE,True,The Shape of Water,academy_award
2025,2018,BEST PICTURE,False,Call Me By Your Name,academy_award
2026,2018,BEST PICTURE,False,Darkest Hour,academy_award
2027,2018,BEST PICTURE,False,Dunkirk,academy_award
2028,2018,BEST PICTURE,False,Get Out,academy_award
2029,2018,BEST PICTURE,False,Lady Bird,academy_award
2030,2018,BEST PICTURE,False,Phantom Thread,academy_award
2031,2018,BEST PICTURE,False,The Post,academy_award
2032,2018,BEST PICTURE,False,"Three Billbaords Outside of Ebbing, Missouri",academy_award
2033,2018,ACTOR,True,Gary Oldman,academy_award
2034,2018,ACTOR,False,Timothee Chalamet,academy_award
2035,2018,ACTOR,False,Daniel Day-Lewis,academy_award
2036,2018,ACTOR,False,Daniel Kaluuya,academy_award
2037,2018,ACTOR,False,Danzel Washington,academy_award
2038,2018,ACTRESS,True,Frances McDormand,academy_award
2039,2018,ACTRESS,False,Sally Hawkins,academy_award
2040,2018,ACTRESS,False,Margot Robbie,academy_award
2041,2018,ACTRESS,False,Saoirse Ronan,academy_award
2042,2018,ACTRESS,False,Meryl Streep,academy_award
2043,2018,ACTOR IN A SUPPORTING ROLE,True,Gary Oldman,academy_award
2044,2018,ACTOR IN A SUPPORTING ROLE,False,Timothee Chalamet,academy_award
2045,2018,ACTOR IN A SUPPORTING ROLE,False,Daniel Day-Lewis,academy_award
2046,2018,ACTOR IN A SUPPORTING ROLE,False,Daniel Kaluuya,academy_award
2047,2018,ACTOR IN A SUPPORTING ROLE,False,Danzel Washington,academy_award
2048,2018,ACTRESS IN A SUPPORTING ROLE,True,Frances McDormand,academy_award
2049,2018,ACTRESS IN A SUPPORTING ROLE,False,Sally Hawkins,academy_award
2050,2018,ACTRESS IN A SUPPORTING ROLE,False,Margot Robbie,academy_award
2051,2018,ACTRESS IN A SUPPORTING ROLE,False,Saoirse Ronan,academy_award
2052,2018,ACTRESS IN A SUPPORTING ROLE,False,Meryl Streep,academy_award
2053,2019,BEST PICTURE,True,Green Book,academy_award
2054,2019,BEST PICTURE,False,Black Panther,academy_award
2055,2019,BEST PICTURE,False,Blackkklansman,academy_award
2056,2019,BEST PICTURE,False,Bohemian Rhaspody,academy_award
2057,2019,BEST PICTURE,False,The Favourite,academy_award
2058,2019,BEST PICTURE,False,Roma,academy_award
2059,2019,BEST PICTURE,False,A Star Is Born,academy_award
2060,2019,BEST PICTURE,False,Vice,academy_award
2061,2019,ACTOR,True,Rami Malek,academy_award
2062,2019,ACTOR,False,Christian Bale,academy_award
2063,2019,ACTOR,False,Bradley Cooper,academy_award
2064,2019,ACTOR,False,Willem Dafoe,academy_award
2065,2019,ACTOR,False,Viggo Mortensen,academy_award
2066,2019,ACTRESS,True,Olivia Coleman,academy_award
2067,2019,ACTRESS,False,Yalitza Aparicio,academy_award
2068,2019,ACTRESS,False,Glenn Close,academy_award
2069,2019,ACTRESS,False,Lady Gaga,academy_award
2070,2019,ACTRESS,False,Melissa McCarthy,academy_award
2071,2019,ACTOR IN A SUPPORTING ROLE,True,Mahershala Ali,academy_award
2072,2019,ACTOR IN A SUPPORTING ROLE,False,Adam Driver,academy_award
2073,2019,ACTOR IN A SUPPORTING ROLE,False,Sam Elliott,academy_award
2074,2019,ACTOR IN A SUPPORTING ROLE,False,Richard E. Grant,academy_award
2075,2019,ACTOR IN A SUPPORTING ROLE,False,Sam Rockwell,academy_award
2076,2019,ACTRESS IN A SUPPORTING ROLE,True,Regina King,academy_award
2077,2019,ACTRESS IN A SUPPORTING ROLE,False,Amy Adams,academy_award
2078,2019,ACTRESS IN A SUPPORTING ROLE,False,Marina De Tavira,academy_award
2079,2019,ACTRESS IN A SUPPORTING ROLE,False,Emma Stone,academy_award
2080,2019,ACTRESS IN A SUPPORTING ROLE,False,Rachel Weisz,academy_award
2081,2020,BEST PICTURE,False,Ford V Ferrari,academy_award
2082,2020,BEST PICTURE,False,The Irishman,academy_award
2083,2020,BEST PICTURE,False,Jojo Rabbit,academy_award
2084,2020,BEST PICTURE,False,Joker,academy_award
2085,2020,BEST PICTURE,False,Little Woman,academy_award
